date_rdv,canal,profil,motif,sous_motif,date_creation,id_conseiller,bureau,mois,annee_mois,nb_rdv
2024-04-13,web,Client,Support,Question,2024-04-10,6,Paris,April,2024-04,3
2025-08-07,telephone,Junior,Comptabilité,Demande,2025-08-07,11,Paris,August,2025-08,3
2024-01-11,web,Junior,Support,Question,2023-12-25,1,Marseille,January,2024-01,2
2024-07-20,web,Junior,Support,Réclamation,2024-07-02,13,Bordeaux,July,2024-07,3
2025-04-07,web,Junior,Support,Demande,2025-03-18,5,Paris,April,2025-04,2
2025-09-12,telephone,Senior,Support,Demande,2025-08-20,17,Lyon,September,2025-09,1
2024-12-11,telephone,Client,Comptabilité,Question,2024-11-13,9,Marseille,December,2024-12,2
2024-07-18,web,Client,Comptabilité,Question,2024-07-12,3,Paris,July,2024-07,2
2025-04-15,telephone,Senior,Comptabilité,Question,2025-04-08,9,Paris,April,2025-04,3
2025-03-27,telephone,Client,Support,Demande,2025-03-04,8,Paris,March,2025-03,1
2024-08-06,telephone,Manager,Support,Réclamation,2024-07-26,10,Bordeaux,August,2024-08,3
2025-04-22,telephone,Junior,Comptabilité,Réclamation,2025-04-15,19,Paris,April,2025-04,3
2024-03-11,telephone,Senior,Comptabilité,Question,2024-02-17,5,Marseille,March,2024-03,2
2025-02-04,web,Junior,Comptabilité,Question,2025-01-27,2,Bordeaux,February,2025-02,3
2025-08-16,telephone,Senior,Vente,Demande,2025-07-24,17,Marseille,August,2025-08,1
2025-03-27,web,Junior,Vente,Question,2025-03-13,10,Marseille,March,2025-03,2
2025-08-18,telephone,Junior,Vente,Question,2025-07-21,20,Lyon,August,2025-08,1
2025-12-30,web,Senior,Support,Réclamation,2025-12-29,14,Bordeaux,December,2025-12,2
2025-02-18,web,Junior,Support,Réclamation,2025-02-06,4,Paris,February,2025-02,1
2024-04-26,telephone,Client,Comptabilité,Question,2024-04-26,16,Paris,April,2024-04,1
2025-06-06,web,Manager,Comptabilité,Réclamation,2025-05-15,4,Marseille,June,2025-06,1
2025-10-18,web,Client,Comptabilité,Demande,2025-10-17,19,Paris,October,2025-10,1
2025-09-09,web,Junior,Comptabilité,Demande,2025-08-11,18,Paris,September,2025-09,1
2025-03-19,web,Manager,Support,Question,2025-03-10,20,Bordeaux,March,2025-03,3
2025-05-25,telephone,Client,Comptabilité,Question,2025-05-16,3,Lyon,May,2025-05,1
2024-01-09,telephone,Manager,Comptabilité,Question,2023-12-21,7,Bordeaux,January,2024-01,1
2025-06-27,telephone,Senior,Support,Question,2025-06-12,7,Paris,June,2025-06,2
2025-05-05,telephone,Manager,Comptabilité,Réclamation,2025-04-07,11,Bordeaux,May,2025-05,1
2024-01-14,web,Manager,Comptabilité,Réclamation,2023-12-24,9,Marseille,January,2024-01,1
2025-01-29,telephone,Junior,Vente,Demande,2025-01-06,15,Paris,January,2025-01,3
2025-04-26,web,Client,Comptabilité,Réclamation,2025-04-10,2,Paris,April,2025-04,1
2024-09-12,telephone,Senior,Support,Question,2024-08-16,15,Lyon,September,2024-09,1
2025-09-08,web,Client,Comptabilité,Réclamation,2025-08-16,16,Bordeaux,September,2025-09,2
2025-10-22,web,Senior,Comptabilité,Demande,2025-10-08,18,Paris,October,2025-10,2
2025-02-06,web,Manager,Support,Réclamation,2025-01-13,9,Marseille,February,2025-02,3
2024-05-12,telephone,Client,Support,Question,2024-05-06,13,Lyon,May,2024-05,3
2024-07-16,web,Manager,Comptabilité,Réclamation,2024-07-03,6,Bordeaux,July,2024-07,2
2025-11-10,telephone,Senior,Vente,Question,2025-10-26,10,Lyon,November,2025-11,2
2024-12-18,web,Client,Support,Demande,2024-12-01,6,Marseille,December,2024-12,3
2025-10-25,web,Senior,Vente,Question,2025-10-10,19,Paris,October,2025-10,2
2024-11-19,telephone,Senior,Vente,Demande,2024-10-29,20,Lyon,November,2024-11,1
2025-06-09,telephone,Manager,Comptabilité,Question,2025-05-21,16,Lyon,June,2025-06,1
2025-04-08,web,Manager,Vente,Réclamation,2025-03-30,20,Marseille,April,2025-04,2
2025-10-31,web,Senior,Support,Demande,2025-10-02,11,Lyon,October,2025-10,1
2024-10-26,web,Junior,Comptabilité,Demande,2024-10-13,8,Marseille,October,2024-10,3
2025-12-14,telephone,Junior,Comptabilité,Demande,2025-12-11,7,Lyon,December,2025-12,3
2025-05-27,telephone,Junior,Comptabilité,Réclamation,2025-05-13,1,Marseille,May,2025-05,1
2024-10-29,web,Client,Support,Question,2024-10-14,8,Paris,October,2024-10,3
2025-10-08,web,Junior,Comptabilité,Réclamation,2025-09-21,15,Lyon,October,2025-10,1
2024-11-15,telephone,Senior,Comptabilité,Réclamation,2024-10-23,15,Bordeaux,November,2024-11,2
2024-03-30,telephone,Senior,Support,Question,2024-03-16,2,Marseille,March,2024-03,2
2024-09-30,telephone,Manager,Support,Réclamation,2024-09-29,5,Marseille,September,2024-09,2
2025-07-21,telephone,Junior,Support,Question,2025-07-21,3,Marseille,July,2025-07,3
2025-07-05,web,Manager,Support,Question,2025-06-16,15,Marseille,July,2025-07,1
2025-06-16,telephone,Manager,Support,Réclamation,2025-05-28,20,Lyon,June,2025-06,2
2024-04-15,telephone,Client,Vente,Demande,2024-04-11,16,Marseille,April,2024-04,3
2024-02-15,telephone,Senior,Comptabilité,Demande,2024-01-29,14,Marseille,February,2024-02,2
2025-03-12,telephone,Client,Vente,Demande,2025-02-19,10,Bordeaux,March,2025-03,2
2024-08-07,web,Senior,Vente,Réclamation,2024-08-03,8,Lyon,August,2024-08,3
2024-03-26,telephone,Client,Support,Demande,2024-03-15,11,Marseille,March,2024-03,1
2025-09-23,web,Senior,Comptabilité,Demande,2025-09-04,4,Bordeaux,September,2025-09,2
2025-01-20,telephone,Senior,Vente,Demande,2025-01-04,10,Bordeaux,January,2025-01,1
2024-11-28,web,Senior,Comptabilité,Question,2024-11-25,16,Bordeaux,November,2024-11,1
2025-01-19,web,Junior,Support,Réclamation,2024-12-27,10,Paris,January,2025-01,2
2024-07-10,telephone,Junior,Support,Réclamation,2024-07-06,6,Marseille,July,2024-07,3
2025-11-26,telephone,Client,Support,Question,2025-11-05,4,Marseille,November,2025-11,3
2024-12-09,web,Junior,Support,Demande,2024-12-08,3,Marseille,December,2024-12,2
2025-09-30,web,Client,Support,Demande,2025-09-10,20,Marseille,September,2025-09,3
2025-11-17,web,Manager,Vente,Réclamation,2025-10-22,1,Marseille,November,2025-11,3
2025-01-25,telephone,Manager,Comptabilité,Demande,2025-01-21,19,Paris,January,2025-01,1
2024-05-10,web,Client,Vente,Question,2024-04-13,9,Marseille,May,2024-05,1
2024-10-10,web,Manager,Support,Réclamation,2024-09-22,7,Paris,October,2024-10,2
2025-11-15,web,Client,Comptabilité,Question,2025-11-11,19,Marseille,November,2025-11,3
2024-03-12,telephone,Junior,Vente,Demande,2024-03-06,9,Marseille,March,2024-03,3
2024-05-25,web,Manager,Comptabilité,Question,2024-04-27,16,Lyon,May,2024-05,3
2024-02-22,telephone,Senior,Comptabilité,Question,2024-01-24,12,Paris,February,2024-02,2
2025-08-01,web,Client,Comptabilité,Réclamation,2025-07-22,20,Paris,August,2025-08,3
2024-10-16,telephone,Client,Support,Réclamation,2024-10-03,6,Paris,October,2024-10,3
2024-01-28,telephone,Client,Vente,Réclamation,2024-01-25,12,Bordeaux,January,2024-01,3
2025-04-10,telephone,Client,Comptabilité,Réclamation,2025-04-10,2,Marseille,April,2025-04,1
2025-06-08,telephone,Manager,Comptabilité,Réclamation,2025-05-26,17,Marseille,June,2025-06,1
2025-01-21,telephone,Junior,Comptabilité,Demande,2025-01-09,16,Lyon,January,2025-01,3
2025-02-08,web,Manager,Comptabilité,Réclamation,2025-01-23,13,Marseille,February,2025-02,2
2024-10-24,telephone,Client,Vente,Question,2024-10-13,2,Marseille,October,2024-10,3
2025-06-01,telephone,Junior,Comptabilité,Réclamation,2025-05-02,4,Paris,June,2025-06,3
2025-07-30,telephone,Client,Support,Demande,2025-07-13,11,Bordeaux,July,2025-07,2
2025-12-03,web,Senior,Comptabilité,Réclamation,2025-11-22,3,Lyon,December,2025-12,1
2025-08-23,telephone,Manager,Vente,Réclamation,2025-08-17,15,Marseille,August,2025-08,3
2024-07-06,telephone,Junior,Support,Demande,2024-07-05,3,Bordeaux,July,2024-07,1
2025-09-01,web,Senior,Comptabilité,Question,2025-08-28,18,Paris,September,2025-09,3
2025-02-10,telephone,Senior,Support,Demande,2025-01-14,10,Paris,February,2025-02,2
2024-10-27,telephone,Junior,Support,Question,2024-10-07,15,Marseille,October,2024-10,2
2025-08-28,web,Senior,Comptabilité,Demande,2025-08-04,8,Marseille,August,2025-08,1
2025-08-07,web,Client,Comptabilité,Demande,2025-08-03,9,Bordeaux,August,2025-08,1
2024-05-18,telephone,Client,Support,Question,2024-04-26,2,Lyon,May,2024-05,3
2024-01-03,web,Manager,Vente,Réclamation,2023-12-14,17,Lyon,January,2024-01,2
2024-07-01,telephone,Manager,Vente,Demande,2024-06-27,14,Marseille,July,2024-07,3
2024-08-28,web,Manager,Comptabilité,Réclamation,2024-08-19,13,Bordeaux,August,2024-08,3
2024-10-11,telephone,Senior,Support,Demande,2024-10-01,6,Marseille,October,2024-10,2
2025-08-09,telephone,Senior,Support,Demande,2025-07-18,20,Marseille,August,2025-08,1
2024-06-06,web,Senior,Vente,Réclamation,2024-05-29,2,Bordeaux,June,2024-06,1
2024-10-03,web,Client,Support,Demande,2024-09-30,16,Lyon,October,2024-10,1
2024-07-17,telephone,Junior,Support,Réclamation,2024-07-08,5,Paris,July,2024-07,3
2025-02-04,web,Senior,Vente,Question,2025-01-24,19,Lyon,February,2025-02,1
2024-07-09,telephone,Senior,Comptabilité,Demande,2024-06-25,13,Paris,July,2024-07,1
2025-01-18,web,Senior,Vente,Question,2025-01-07,8,Paris,January,2025-01,1
2025-01-28,telephone,Manager,Vente,Réclamation,2025-01-17,6,Paris,January,2025-01,1
2024-02-03,telephone,Junior,Support,Question,2024-01-05,3,Bordeaux,February,2024-02,2
2024-09-05,telephone,Senior,Comptabilité,Réclamation,2024-08-31,5,Marseille,September,2024-09,1
2025-12-10,telephone,Junior,Comptabilité,Question,2025-11-21,19,Marseille,December,2025-12,1
2025-01-26,telephone,Senior,Support,Demande,2024-12-28,12,Bordeaux,January,2025-01,2
2024-10-12,web,Manager,Vente,Question,2024-09-23,15,Marseille,October,2024-10,1
2025-02-27,telephone,Junior,Support,Demande,2025-02-06,6,Lyon,February,2025-02,3
2024-01-12,telephone,Junior,Support,Question,2024-01-05,4,Marseille,January,2024-01,1
2024-05-03,web,Client,Support,Réclamation,2024-04-28,7,Paris,May,2024-05,3
2024-10-21,telephone,Junior,Support,Question,2024-09-23,9,Marseille,October,2024-10,2
2024-09-30,telephone,Junior,Support,Question,2024-09-08,5,Lyon,September,2024-09,1
2024-09-17,web,Client,Comptabilité,Demande,2024-09-09,3,Bordeaux,September,2024-09,1
2025-06-20,web,Manager,Support,Demande,2025-05-22,13,Bordeaux,June,2025-06,2
2024-12-19,web,Client,Vente,Demande,2024-11-27,17,Paris,December,2024-12,3
2024-12-26,telephone,Junior,Comptabilité,Réclamation,2024-12-06,18,Marseille,December,2024-12,3
2025-04-05,web,Manager,Support,Question,2025-03-14,13,Bordeaux,April,2025-04,3
2024-09-16,web,Senior,Vente,Réclamation,2024-09-04,17,Marseille,September,2024-09,1
2024-12-16,web,Client,Comptabilité,Réclamation,2024-11-16,12,Bordeaux,December,2024-12,2
2024-10-16,web,Senior,Vente,Réclamation,2024-10-12,7,Marseille,October,2024-10,1
2024-12-23,telephone,Manager,Support,Question,2024-12-01,13,Marseille,December,2024-12,3
2025-07-07,telephone,Senior,Support,Demande,2025-06-09,6,Marseille,July,2025-07,2
2025-12-13,web,Client,Vente,Réclamation,2025-11-25,5,Lyon,December,2025-12,1
2024-05-06,web,Manager,Comptabilité,Demande,2024-05-01,18,Marseille,May,2024-05,3
2025-05-14,web,Senior,Support,Question,2025-05-07,14,Marseille,May,2025-05,3
2024-10-25,web,Junior,Vente,Demande,2024-10-18,6,Bordeaux,October,2024-10,2
2024-01-09,web,Junior,Vente,Demande,2024-01-09,8,Bordeaux,January,2024-01,2
2024-04-25,web,Junior,Comptabilité,Question,2024-04-25,17,Paris,April,2024-04,1
2024-08-09,web,Junior,Vente,Question,2024-07-28,16,Lyon,August,2024-08,3
2025-09-30,web,Client,Comptabilité,Demande,2025-09-16,20,Bordeaux,September,2025-09,2
2024-04-15,web,Manager,Vente,Réclamation,2024-03-23,2,Bordeaux,April,2024-04,2
2024-11-06,telephone,Junior,Support,Question,2024-10-21,2,Bordeaux,November,2024-11,1
2025-11-28,telephone,Senior,Support,Réclamation,2025-11-27,7,Lyon,November,2025-11,3
2025-10-18,telephone,Junior,Comptabilité,Question,2025-10-16,19,Marseille,October,2025-10,3
2024-12-08,telephone,Junior,Comptabilité,Demande,2024-11-29,4,Bordeaux,December,2024-12,3
2025-12-20,web,Client,Vente,Demande,2025-12-07,18,Paris,December,2025-12,2
2024-10-01,web,Client,Support,Réclamation,2024-09-22,16,Marseille,October,2024-10,2
2025-08-21,telephone,Client,Support,Réclamation,2025-07-27,7,Paris,August,2025-08,1
2024-09-04,telephone,Senior,Vente,Réclamation,2024-08-08,13,Marseille,September,2024-09,1
2025-03-08,telephone,Junior,Support,Question,2025-02-11,5,Marseille,March,2025-03,1
2025-10-05,telephone,Junior,Support,Réclamation,2025-09-16,7,Marseille,October,2025-10,2
2024-10-17,web,Junior,Comptabilité,Question,2024-09-20,2,Lyon,October,2024-10,1
2025-08-28,web,Junior,Support,Question,2025-08-01,1,Lyon,August,2025-08,1
2025-04-07,web,Junior,Vente,Question,2025-04-06,8,Lyon,April,2025-04,3
2025-04-29,telephone,Manager,Support,Demande,2025-04-22,16,Bordeaux,April,2025-04,2
2024-03-29,telephone,Junior,Vente,Demande,2024-03-20,9,Lyon,March,2024-03,3
2025-02-09,telephone,Client,Support,Réclamation,2025-02-02,10,Marseille,February,2025-02,1
2025-09-03,telephone,Manager,Support,Réclamation,2025-08-10,6,Lyon,September,2025-09,2
2025-06-12,telephone,Senior,Vente,Réclamation,2025-05-21,6,Lyon,June,2025-06,3
2024-06-13,web,Senior,Support,Question,2024-06-07,11,Marseille,June,2024-06,1
2025-12-26,web,Manager,Comptabilité,Demande,2025-12-04,8,Lyon,December,2025-12,2
2025-05-18,web,Client,Vente,Demande,2025-04-30,3,Lyon,May,2025-05,2
2024-03-05,web,Client,Comptabilité,Réclamation,2024-02-19,17,Lyon,March,2024-03,2
2024-09-28,web,Manager,Support,Demande,2024-09-11,18,Lyon,September,2024-09,3
2024-12-24,web,Junior,Comptabilité,Réclamation,2024-12-01,12,Paris,December,2024-12,2
2024-09-21,telephone,Client,Support,Demande,2024-09-12,5,Lyon,September,2024-09,2
2025-01-15,telephone,Senior,Support,Demande,2025-01-14,3,Lyon,January,2025-01,3
2025-05-31,telephone,Manager,Vente,Demande,2025-05-08,5,Bordeaux,May,2025-05,2
2024-05-04,web,Senior,Support,Réclamation,2024-05-04,20,Lyon,May,2024-05,2
2024-07-01,web,Senior,Comptabilité,Demande,2024-06-14,3,Paris,July,2024-07,3
2025-08-16,web,Senior,Vente,Réclamation,2025-08-04,2,Marseille,August,2025-08,3
2025-10-23,telephone,Manager,Vente,Demande,2025-09-26,7,Bordeaux,October,2025-10,3
2024-08-21,web,Client,Vente,Question,2024-08-07,1,Lyon,August,2024-08,2
2025-01-20,web,Manager,Vente,Réclamation,2025-01-19,15,Marseille,January,2025-01,1
2024-04-06,telephone,Junior,Support,Demande,2024-03-26,9,Bordeaux,April,2024-04,3
2024-08-07,web,Junior,Support,Réclamation,2024-08-06,16,Lyon,August,2024-08,2
2025-05-13,telephone,Manager,Comptabilité,Question,2025-04-16,5,Paris,May,2025-05,3
2025-02-23,web,Client,Comptabilité,Question,2025-01-30,12,Marseille,February,2025-02,3
2025-03-31,web,Client,Vente,Question,2025-03-14,8,Marseille,March,2025-03,2
2024-03-05,web,Senior,Comptabilité,Question,2024-02-22,10,Lyon,March,2024-03,2
2024-04-10,web,Senior,Comptabilité,Réclamation,2024-03-30,20,Lyon,April,2024-04,1
2024-09-06,web,Junior,Comptabilité,Réclamation,2024-08-21,9,Paris,September,2024-09,2
2025-10-03,web,Senior,Vente,Demande,2025-09-20,4,Bordeaux,October,2025-10,3
2024-12-24,telephone,Manager,Comptabilité,Question,2024-12-17,11,Paris,December,2024-12,2
2024-07-30,telephone,Senior,Comptabilité,Réclamation,2024-07-02,10,Paris,July,2024-07,3
2025-04-28,telephone,Client,Vente,Demande,2025-04-22,2,Bordeaux,April,2025-04,2
2025-05-15,telephone,Manager,Support,Réclamation,2025-05-04,1,Marseille,May,2025-05,1
2025-09-06,telephone,Client,Comptabilité,Réclamation,2025-08-16,7,Paris,September,2025-09,2
2025-03-04,telephone,Client,Vente,Demande,2025-02-19,20,Lyon,March,2025-03,1
2025-02-26,web,Manager,Comptabilité,Question,2025-02-14,4,Bordeaux,February,2025-02,1
2024-07-26,web,Senior,Support,Demande,2024-07-15,5,Lyon,July,2024-07,1
2024-08-24,web,Manager,Support,Réclamation,2024-07-31,10,Bordeaux,August,2024-08,3
2024-03-31,web,Client,Support,Question,2024-03-04,6,Marseille,March,2024-03,3
2024-02-29,web,Senior,Vente,Demande,2024-01-30,7,Marseille,February,2024-02,3
2025-09-22,web,Senior,Vente,Réclamation,2025-08-24,9,Lyon,September,2025-09,2
2025-03-04,web,Senior,Support,Demande,2025-02-17,12,Paris,March,2025-03,1
2025-01-29,web,Senior,Support,Réclamation,2025-01-16,17,Paris,January,2025-01,1
2025-03-21,telephone,Client,Vente,Question,2025-03-12,13,Marseille,March,2025-03,1
2025-02-01,web,Client,Support,Réclamation,2025-01-04,14,Bordeaux,February,2025-02,3
2024-06-01,web,Client,Support,Question,2024-05-02,12,Bordeaux,June,2024-06,2
2025-05-07,telephone,Manager,Vente,Réclamation,2025-04-23,19,Bordeaux,May,2025-05,3
2024-01-02,web,Junior,Vente,Demande,2023-12-11,2,Marseille,January,2024-01,2
2025-03-02,web,Client,Support,Réclamation,2025-02-22,5,Bordeaux,March,2025-03,3
2025-09-03,telephone,Junior,Support,Question,2025-08-19,17,Marseille,September,2025-09,2
2024-07-06,web,Senior,Support,Question,2024-06-22,20,Bordeaux,July,2024-07,1
2024-05-26,web,Junior,Support,Demande,2024-05-26,2,Paris,May,2024-05,2
2025-02-17,web,Junior,Support,Demande,2025-02-15,11,Bordeaux,February,2025-02,3
2024-07-09,web,Senior,Support,Réclamation,2024-06-23,6,Bordeaux,July,2024-07,2
2024-07-04,web,Junior,Comptabilité,Réclamation,2024-06-29,13,Bordeaux,July,2024-07,2
2024-04-06,web,Junior,Support,Réclamation,2024-03-16,16,Paris,April,2024-04,3
2025-07-20,telephone,Client,Support,Réclamation,2025-07-06,4,Lyon,July,2025-07,1
2025-04-04,web,Senior,Vente,Réclamation,2025-03-22,10,Lyon,April,2025-04,2
2025-12-09,web,Senior,Vente,Réclamation,2025-11-19,2,Marseille,December,2025-12,2
2024-06-05,telephone,Senior,Comptabilité,Réclamation,2024-05-30,18,Marseille,June,2024-06,3
2025-09-19,web,Junior,Support,Réclamation,2025-09-15,2,Paris,September,2025-09,1
2025-08-31,telephone,Senior,Vente,Demande,2025-08-14,11,Lyon,August,2025-08,2
2025-07-12,web,Senior,Vente,Question,2025-07-02,6,Marseille,July,2025-07,3
2025-10-08,telephone,Manager,Support,Réclamation,2025-09-08,18,Bordeaux,October,2025-10,3
2025-12-31,telephone,Manager,Comptabilité,Demande,2025-12-23,4,Lyon,December,2025-12,3
2025-05-10,telephone,Client,Vente,Question,2025-04-18,2,Bordeaux,May,2025-05,2
2025-01-02,telephone,Junior,Vente,Question,2024-12-24,5,Marseille,January,2025-01,1
2024-05-09,web,Junior,Vente,Demande,2024-04-12,7,Bordeaux,May,2024-05,3
2024-07-15,telephone,Client,Vente,Demande,2024-06-26,12,Paris,July,2024-07,3
2024-02-08,web,Senior,Support,Question,2024-02-04,7,Paris,February,2024-02,2
2024-08-23,web,Manager,Support,Question,2024-07-26,9,Bordeaux,August,2024-08,1
2024-11-02,telephone,Manager,Comptabilité,Réclamation,2024-10-29,12,Bordeaux,November,2024-11,1
2024-02-14,web,Senior,Comptabilité,Question,2024-01-25,14,Marseille,February,2024-02,3
2025-04-09,telephone,Client,Support,Question,2025-03-29,4,Lyon,April,2025-04,2
2025-01-29,web,Client,Support,Demande,2025-01-28,6,Lyon,January,2025-01,3
2025-01-25,telephone,Senior,Comptabilité,Réclamation,2025-01-10,12,Lyon,January,2025-01,1
2025-01-22,web,Client,Support,Question,2025-01-12,12,Paris,January,2025-01,2
2024-12-16,web,Junior,Vente,Réclamation,2024-12-04,19,Bordeaux,December,2024-12,2
2024-07-29,web,Senior,Support,Réclamation,2024-07-13,1,Marseille,July,2024-07,2
2024-01-25,telephone,Junior,Vente,Réclamation,2024-01-09,13,Paris,January,2024-01,1
2025-09-03,telephone,Client,Support,Question,2025-08-12,14,Lyon,September,2025-09,2
2025-05-21,web,Manager,Vente,Question,2025-05-02,17,Marseille,May,2025-05,1
2024-08-25,telephone,Client,Support,Demande,2024-08-13,1,Lyon,August,2024-08,1
2025-07-06,web,Manager,Vente,Demande,2025-06-08,6,Paris,July,2025-07,3
2024-06-14,web,Client,Support,Réclamation,2024-05-29,17,Bordeaux,June,2024-06,1
2024-07-02,telephone,Client,Comptabilité,Question,2024-06-03,19,Lyon,July,2024-07,2
2024-03-15,web,Junior,Support,Demande,2024-03-07,1,Lyon,March,2024-03,3
2024-04-13,telephone,Senior,Comptabilité,Question,2024-03-20,12,Lyon,April,2024-04,2
2025-03-05,telephone,Junior,Comptabilité,Réclamation,2025-03-04,4,Paris,March,2025-03,3
2025-07-01,telephone,Client,Vente,Réclamation,2025-06-24,6,Lyon,July,2025-07,1
2024-01-16,telephone,Junior,Comptabilité,Réclamation,2023-12-27,16,Bordeaux,January,2024-01,2
